Index_accidente,lugar,nodo1,nodo2,peso,Accident_severity,date,time,speed_limit,weather_condition
200501BS00191,C. de Embajadores 12,40.41015481909489 -3.7064461535410094,40.410678088138326 -3.7046221790604146,2,3,29/04/2005,08:39,30,1
200501BS00192,C. de la Encomienda 26,40.41039125102113 -3.706644734879005,40.41015481909489 -3.7064461535410094,3,3,25/04/2005,14:00,30,1
200501BS00193,C. de Embajadores 18,40.40975364766408 -3.7060814876056076,40.41015481909489 -3.7064461535410094,4,3,4/05/2005,05:23,30,1
200501BS00194,C. del Oso 25,40.409320174144284 -3.7056684913045475,40.40975364766408 -3.7060814876056076,4,3,29/04/2005,13:48,30,1
200501BS00195,C/ de la Ribera de Curtidores,40.409095089261086 -3.7073100635175407,40.40975364766408 -3.7060814876056076,3,3,4/05/2005,16:10,30,1
200501BS00196,Pl. de Cascorro ,40.40995037540452 -3.7073557490272746,40.409095089261086 -3.7073100635175407,3,3,5/05/2005,18:45,30,1
200501BS00197,Pl. de Cascorro 16,40.41030734709352 -3.7073879380588473,40.40995037540452 -3.7073557490272746,4,3,5/05/2005,13:00,30,1
200501BS00198,Plaza del Gral. Vara de Rey 13,40.40957570047618 -3.7080263171938688,40.40995037540452 -3.7073557490272746,1,3,4/05/2005,18:05,30,1
200501BS00199,Plaza del Gral. Vara de Rey,40.40924847394304 -3.7078868766550945,40.40957570047618 -3.7080263171938688,1,2,5/05/2005,21:14,30,1
200501BS00200,Plaza del Gral. Vara de Rey 10,40.40941143078628 -3.7086218768163492,40.40957570047618 -3.7080263171938688,4,3,6/05/2005,16:20,30,1
200501BS00201,C. de Sta. Ana,40.40960904971229 -3.708723875414026,40.40941143078628 -3.7086218768163492,3,3,26/04/2005,16:30,30,1
200501BS00202,C. del Bastero,40.40928585876104 -3.709705639959502,40.40960904971229 -3.708723875414026,2,3,6/05/2005,12:11,30,1
200501BS00203,C. de Toledo 56,40.41035969840396 -3.709171892016946,40.40960904971229 -3.708723875414026,4,2,26/04/2005,17:18,30,1
200501BS00204,C. de Sta. Ana 4,40.41042051370259 -3.707820118250581,40.40960904971229 -3.708723875414026,5,3,7/05/2005,13:00,30,1
200501BS00205,C. de la Ruda 73,40.41076519093134 -3.7088152509777568,40.41042051370259 -3.707820118250581,3,3,5/05/2005,23:00,30,1
200501BS00206,Pl. de Cascorro 16,40.41030734709352 -3.7073879380588473,40.41042051370259 -3.707820118250581,4,3,1/05/2005,13:28,30,1
200501BS00207,Plaza de Cascorro,40.4107847396887 -3.707377222646735,40.41030734709352 -3.7073879380588473,3,3,12/05/2005,17:44,30,1
200501BS00208,C. de Juanelo 28,40.411086501433125 -3.70722704786195,40.4107847396887 -3.707377222646735,1,3,7/05/2005,16:41,30,1
200501BS00209,Palacio 28005 Madrid España,40.41131634495435 -3.708339621464098,40.4107847396887 -3.707377222646735,2,3,12/05/2005,16:38,30,1
200501BS00210,C. de San Millán 2,40.411532042170826 -3.707252178837756,40.411086501433125 -3.70722704786195,3,2,8/05/2005,19:15,30,1
200501BS00211,C. de la Encomienda 26,40.41039125102113 -3.706644734879005,40.411086501433125 -3.70722704786195,2,3,7/05/2005,18:40,30,1
200501BS00212,C. del Mesón de Paredes 10,40.41138560967031 -3.7050539176897717,40.411086501433125 -3.70722704786195,1,3,7/05/2005,18:55,30,1
200501BS00213,C. de la Encomienda N2,40.410980776449264 -3.7048071882554217,40.41039125102113 -3.706644734879005,2,3,12/05/2005,23:46,30,1
200501BS00214,28005 Madrid España,40.41158394224793 -3.71056414031637,40.41131634495435 -3.708339621464098,3,3,13/05/2005,11:30,30,1
200501BS00215,C. de la Ruda 73,40.41076519093134 -3.7088152509777568,40.41131634495435 -3.708339621464098,3,2,8/05/2005,20:23,30,1
200501BS00216,C. de Toledo 56,40.41035969840396 -3.709171892016946,40.41076519093134 -3.7088152509777568,2,3,9/05/2005,18:26,30,1
200501BS00217,C. de Toledo 62,40.40995078568177 -3.7095260030502026,40.41035969840396 -3.709171892016946,2,3,15/05/2005,14:15,30,1
200501BS00218,C. del Humilladero 12 1º 2,40.41068557007251 -3.7103897227418963,40.41035969840396 -3.709171892016946,1,3,12/05/2005,12:56,30,1
200501BS00219,C. del Humilladero 10,40.41089754187911 -3.710480946577555,40.41068557007251 -3.7103897227418963,3,3,16/05/2005,11:00,30,1
200501BS00220,C. del Humilladero 5,40.41031703665074 -3.710330747776197,40.41068557007251 -3.7103897227418963,4,3,1/05/2005,03:40,30,1
200501BS00221,C. del Humilladero 13,40.40996935452161 -3.710384395653189,40.41031703665074 -3.710330747776197,4,3,30/04/2005,20:10,30,1
200501BS00222,C. de Tabernillas 19,40.410516279840834 -3.7115646233923396,40.41031703665074 -3.710330747776197,2,3,19/05/2005,15:57,30,2
200501BS00223,C. de Toledo 62,40.40995078568177 -3.7095260030502026,40.41031703665074 -3.710330747776197,1,3,18/05/2005,19:20,30,1
200501BS00224,C. de Toledo 74,40.409358074569596 -3.709928382810693,40.41031703665074 -3.710330747776197,3,3,15/05/2005,01:41,30,1
200501BS00225,C. del Humilladero 60,40.40915341262787 -3.7102074012015858,40.409358074569596 -3.709928382810693,4,3,6/05/2005,08:45,30,1
200501BS00226,C. del Humilladero 19 4B,40.40964718638461 -3.710346926338824,40.40915341262787 -3.7102074012015858,5,3,21/05/2005,21:00,30,1
200501BS00227,C. del Mediodía Chica 15,40.409275043214286 -3.711446657024511,40.40915341262787 -3.7102074012015858,1,3,25/05/2005,15:15,30,1
200501BS00228,C. del Humilladero 13,40.40996935452161 -3.710384395653189,40.40964718638461 -3.710346926338824,2,3,23/05/2005,20:25,30,1
200501BS00229,C. del Mediodía Grande 18,40.410081267682145 -3.7114198975872292,40.40996935452161 -3.710384395653189,2,3,19/05/2005,12:51,30,1
200501BS00230,C. de Tabernillas 6,40.41034472761763 -3.7117845645223206,40.410081267682145 -3.7114198975872292,3,3,20/04/2005,08:30,30,2
200501BS00231,C. del Mediodía Chica 15,40.409275043214286 -3.711446657024511,40.410081267682145 -3.7114198975872292,1,3,19/05/2005,16:55,30,2
200501BS00232,C. de Tabernillas 19,40.410516279840834 -3.7115646233923396,40.41034472761763 -3.7117845645223206,2,2,21/05/2005,22:39,30,1
200501BS00233,C. de Tabernillas 9,40.41100847638378 -3.7113232747628206,40.410516279840834 -3.7115646233923396,3,3,25/05/2005,20:17,30,1
200501BS00234,Pl. de Prta de Moros 4,40.4114246669892 -3.7112106987007714,40.41100847638378 -3.7113232747628206,1,3,14/04/2005,00:55,30,1
200501BS00235,C. del Humilladero 10,40.41089754187911 -3.710480946577555,40.41100847638378 -3.7113232747628206,2,3,24/05/2005,13:16,30,2
200501BS00236,28005 Madrid España,40.41158394224793 -3.71056414031637,40.41089754187911 -3.710480946577555,3,3,21/05/2005,12:25,30,2
200501BS00237,Pl. de Prta de Moros 4,40.4114246669892 -3.7112106987007714,40.41158394224793 -3.71056414031637,3,3,26/05/2005,12:53,30,1
200501BS00238,Tr.ª de los Señores de Luzón,40.41620497719352 -3.7107917533872685,40.41553969294058 -3.7102793768706426,2,3,26/05/2005,20:05,30,1
200501BS00239,C. de Calderón de la Barca 8,40.416110607625725 -3.7112102759875727,40.41620497719352 -3.7107917533872685,3,2,26/05/2005,19:28,30,1
200501BS00240,Plazuela de Santiago,40.41649201962176 -3.71107624102614,40.41620497719352 -3.7107917533872685,4,3,14/05/2005,17:05,30,1
200501BS00241,C. de Calderón de la Barca 6,40.415811520786676 -3.711154035526794,40.416110607625725 -3.7112102759875727,3,3,24/05/2005,16:05,30,1
200501BS00242,C. de Calderón de la Barca 1,40.41544306465347 -3.711041284448119,40.415811520786676 -3.711154035526794,1,3,6/05/2005,12:07,30,1
200501BS00243,C. de San Nicolás 9,40.41578980728358 -3.7120444976010982,40.415811520786676 -3.711154035526794,2,3,23/05/2005,09:40,30,1
200501BS00244,C. de San Nicolás 15,40.41656943250025 -3.711915805489685,40.41578980728358 -3.7120444976010982,3,3,26/05/2005,15:40,30,1
200501BS00245,C. Mayor 84,40.41521482824147 -3.7123126177390473,40.41578980728358 -3.7120444976010982,2,3,3/05/2005,08:53,30,1
200501BS00246,Plazuela de Santiago,40.41649201962176 -3.71107624102614,40.41656943250025 -3.711915805489685,2,3,24/05/2005,12:25,30,1
200501BS00247,Plazuela de Santiago 2,40.416654913174405 -3.710765115284755,40.41649201962176 -3.71107624102614,2,3,31/05/2005,19:18,30,1
200501BS00248,Calle de Santiago 3,40.41622968696043 -3.7098478359575586,40.416654913174405 -3.710765115284755,2,3,29/05/2005,17:20,30,1
200501BS00249,C. de la Unión 2,40.41671118181007 -3.7102662760599,40.416654913174405 -3.710765115284755,3,3,27/05/2005,07:00,30,1
200501BS00250,C. de la Unión 4,40.41688636519308 -3.7102663514801884,40.41671118181007 -3.7102662760599,4,3,26/05/2005,16:51,30,1
200501BS00251,C. del Espejo 6,40.41665314606883 -3.7097836538683,40.41671118181007 -3.7102662760599,2,3,1/06/2005,16:45,30,2
200501BS00252,Calle de Santiago 2,40.41615597637906 -3.709641650282587,40.41622968696043 -3.7098478359575586,2,3,2/06/2005,16:57,30,1
200501BS00253,Cuesta Santiago 3,40.41628215600075 -3.709132131779774,40.41615597637906 -3.709641650282587,3,3,28/05/2005,13:19,30,1
200501BS00254,C. de la Escalinata 3,40.416857617791905 -3.7093252705120627,40.41628215600075 -3.709132131779774,2,3,25/05/2005,12:30,30,1
200501BS00255,Cost.ª de Santiago 2,40.416343370117836 -3.708739855194623,40.41628215600075 -3.709132131779774,1,3,7/06/2005,11:00,30,1
200501BS00256,C. de la Escalinata 3,40.416857617791905 -3.7093252705120627,40.416343370117836 -3.708739855194623,1,3,2/06/2005,08:50,30,1
200501BS00257,Instituto Italiano de Cultura de Madrid,40.41526177145712 -3.7127022650088533,40.41521482824147 -3.7123126177390473,2,3,3/06/2005,07:50,30,1
200501BS00258,C. de Bailén 25,40.41507389414887 -3.7134720589906056,40.41526177145712 -3.7127022650088533,4,3,25/05/2005,08:36,30,1
200501BS00259,C. de Bailén 12,40.41391941994679 -3.713830555375481,40.413887204283085 -3.7119315349446547,2,3,26/05/2005,09:02,30,1
200501BS00260,Mirador de la Catedral,40.41642465632185 -3.7130072133282264,40.41521482824147 -3.7123126177390473,3,3,6/06/2005,12:30,30,1
200501BS00261,C. de San Nicolás 15,40.41656943250025 -3.711915805489685,40.41642465632185 -3.7130072133282264,2,3,30/05/2005,18:00,30,1
200501BS00262,C. del Mesón de Paredes 23,40.41034454250616 -3.7044509395203042,40.410678088138326 -3.7046221790604146,2,2,9/06/2005,15:47,30,1
200501BS00263,C. del Mesón de Paredes 31,40.40996417783096 -3.704188095002693,40.41034454250616 -3.7044509395203042,3,3,7/06/2005,21:50,30,1
200501BS00264,C. de Embajadores 18,40.40975364766408 -3.7060814876056076,40.41034454250616 -3.7044509395203042,1,3,8/06/2005,12:30,30,1
200501BS00265,C. de Juanelo 1,40.41155113122219 -3.7044786642797902,40.41138560967031 -3.7050539176897717,3,3,9/06/2005,10:45,30,1
200501BS00266,C. de la Esgrima 7 5,40.41126472880476 -3.7041837084950657,40.41155113122219 -3.7044786642797902,1,3,8/06/2005,23:19,30,1
200501BS00267,C. de la Cabeza 1,40.41166452739695 -3.704151565033474,40.41155113122219 -3.7044786642797902,2,3,8/06/2005,18:22,30,1
200501BS00268,C. de la Cabeza 1 - 2,40.41175390398821 -3.703684947037789,40.41166452739695 -3.704151565033474,3,2,25/05/2005,11:30,30,1
200501BS00269,C. de la Esgrima 1,40.41142974790263 -3.703941102424354,40.41166452739695 -3.704151565033474,2,3,10/06/2005,18:00,30,1
200501BS00270,C. de Jesús y María 20,40.41121480760705 -3.703603193176143,40.41142974790263 -3.703941102424354,1,3,15/06/2005,18:50,30,1
200501BS00271,C. de la Esgrima 7 5,40.41126472880476 -3.7041837084950657,40.41142974790263 -3.703941102424354,2,3,4/06/2005,20:50,30,1
200501BS00272,C. de la Esgrima 6,40.41115646839051 -3.7043476551843435,40.41126472880476 -3.7041837084950657,3,2,2/06/2005,23:26,30,1
200501BS00273,C. del Amparo 10,40.41081294340408 -3.7039507845570316,40.41115646839051 -3.7043476551843435,1,2,3/06/2005,18:36,30,2
200501BS00274,C. de la Encomienda N2,40.410980776449264 -3.7048071882554217,40.41115646839051 -3.7043476551843435,4,2,9/06/2005,08:45,30,1
200501BS00275,C. de Jesús y María 27,40.410939499580515 -3.7032515703431796,40.41081294340408 -3.7039507845570316,1,2,6/06/2005,18:40,30,1
200501BS00276,C. de Jesús y María 37,40.410261006995285 -3.7025167262355043,40.410939499580515 -3.7032515703431796,3,3,19/05/2005,22:10,30,1
200501BS00277,C. de Jesús y María 20,40.41121480760705 -3.703603193176143,40.410939499580515 -3.7032515703431796,5,3,15/06/2005,08:00,30,1
200501BS00278,C. de Lavapiés 29,40.41142014022888 -3.7029083819756945,40.410261006995285 -3.7025167262355043,4,3,10/06/2005,12:00,30,1
200501BS00279,C. de San Carlos,40.41034949311876 -3.7021467041324034,40.410261006995285 -3.7025167262355043,3,3,6/06/2005,04:22,30,1
200501BS00280,C. de Jesús y María 21,40.411304830355625 -3.703380567570137,40.41142014022888 -3.7029083819756945,5,3,10/06/2005,13:45,30,1
200501BS00281,C. de la Cabeza 12,40.411863922446805 -3.703101701748644,40.41142014022888 -3.7029083819756945,2,3,11/05/2005,22:35,30,1
200501BS00282,C. del Calvario 13,40.411524431526566 -3.7023507329550873,40.41142014022888 -3.7029083819756945,1,3,11/06/2005,10:47,30,1
200501BS00283,C. de Jesús y María 20,40.41121480760705 -3.703603193176143,40.411304830355625 -3.703380567570137,2,3,13/06/2005,21:15,30,1
200501BS00284,C. de la Cabeza 1,40.41166452739695 -3.704151565033474,40.411304830355625 -3.703380567570137,3,3,15/06/2005,16:00,30,1
200501BS00285,Embajadores,40.41226068269045 -3.7039521588833817,40.41166452739695 -3.704151565033474,2,3,3/06/2005,18:33,30,2
200501BS00286,C. de la Cabeza 12,40.411863922446805 -3.703101701748644,40.41166452739695 -3.704151565033474,1,3,14/06/2005,19:40,30,1
200501BS00287,Calle de la Magdalena 1,40.41248026941773 -3.7031794017638084,40.411863922446805 -3.703101701748644,2,3,16/06/2005,15:45,30,2
200501BS00288,C. de la Cabeza 28,40.4119652976225 -3.7016911721737467,40.411863922446805 -3.703101701748644,1,3,15/06/2005,19:48,30,1
200501BS00289,Calle de la Magdalena 16,40.41233244756828 -3.7016590652177976,40.4119652976225 -3.7016911721737467,3,3,15/06/2005,10:10,30,2
200501BS00290,Calle del Olmo 2,40.41153547034948 -3.7016806091450016,40.4119652976225 -3.7016911721737467,2,3,15/06/2005,16:20,30,1
200501BS00291,C. de la Cabeza 48,40.4119720861431 -3.7002376230639564,40.4119652976225 -3.7016911721737467,1,3,20/06/2005,09:10,30,1
200501BS00292,C. del Calvario 13,40.411524431526566 -3.7023507329550873,40.41153547034948 -3.7016806091450016,3,3,15/06/2005,10:30,30,2
200501BS00293,C. de San Carlos 9,40.41041294903193 -3.701637283906332,40.41153547034948 -3.7016806091450016,1,3,20/06/2005,12:13,30,1
200501BS00294,Calle del Olmo 28012 ,40.41155611713698 -3.7003069757081226,40.41153547034948 -3.7016806091450016,2,2,11/06/2005,15:52,30,1
200501BS00295,C. de la Cabeza 48 -1,40.411806841826056 -3.7002051275360106,40.41155611713698 -3.7003069757081226,4,3,20/06/2005,18:00,30,1
200501BS00296,C. de San Simón 13-1,40.41122225995689 -3.700356696277124,40.41155611713698 -3.7003069757081226,3,3,20/06/2005,16:50,30,1
200501BS00297,Calle del Olmo 28,40.411573113580374 -3.699519902073489,40.41155611713698 -3.7003069757081226,1,2,16/06/2005,23:46,30,1
200501BS00298,C. de la Cabeza 48,40.4119720861431 -3.7002376230639564,40.411806841826056 -3.7002051275360106,2,3,16/06/2005,16:20,30,2
200501BS00299,C. de Sta. Isabel 10,40.41180634502464 -3.6995077771273346,40.411806841826056 -3.7002051275360106,3,3,16/06/2005,08:58,30,1
200501BS00300,Calle de la Magdalena 29,40.41238584056879 -3.7002695988384233,40.4119720861431 -3.7002376230639564,5,3,21/06/2005,14:30,30,1
200501BS00301,Calle de la Magdalena 16,40.41233244756828 -3.7016590652177976,40.41238584056879 -3.7002695988384233,2,3,21/06/2005,15:37,30,1
200501BS00302,Plazuela de Antón Martín 50,40.41236853626312 -3.699615243599896,40.41238584056879 -3.7002695988384233,1,3,16/06/2005,13:20,30,2
200501BS00303,C. de Sta. Isabel 6,40.411980020285675 -3.6994811410286363,40.41236853626312 -3.699615243599896,2,3,20/06/2005,10:34,30,2
200501BS00304,C. de Sta. Isabel 10,40.41180634502464 -3.6995077771273346,40.411980020285675 -3.6994811410286363,4,3,20/06/2005,10:42,30,1
200501BS00305,C. de Sta. Isabel 14,40.411574744018374 -3.6990681403785937,40.411980020285675 -3.6994811410286363,1,3,20/06/2005,11:05,30,1
200501BS00306,Calle del Olmo 28,40.411573113580374 -3.699519902073489,40.411574744018374 -3.6990681403785937,2,3,1/07/2005,01:43,30,1
200501BS00307,C. de Sta. Isabel 10,40.41180634502464 -3.6995077771273346,40.411573113580374 -3.699519902073489,3,3,24/06/2005,09:55,30,1
200501BS00308,C. de la Torrecilla del Leal 12,40.41112407343918 -3.6994946826915758,40.411573113580374 -3.699519902073489,3,3,30/06/2005,10:00,30,2
200501BS00309,C. de San Simón 13-1,40.41122225995689 -3.700356696277124,40.41112407343918 -3.6994946826915758,1,3,24/06/2005,13:43,30,1
200501BS00310,C. de la Torrecilla del Leal 20,40.41075103803574 -3.699454678338256,40.41112407343918 -3.6994946826915758,2,3,21/06/2005,07:12,30,1
200501BS00311,C. del Ave María 21,40.41076279870918 -3.700693931951814,40.41075103803574 -3.699454678338256,2,3,23/06/2005,12:50,30,1
200501BS00312,C. de la Torrecilla del Leal 26,40.41026402727525 -3.699438677547434,40.41075103803574 -3.699454678338256,4,3,23/06/2005,23:53,30,1
200501BS00313,C. de la Esperanza 17,40.41019410701562 -3.6996157772627014,40.41026402727525 -3.699438677547434,2,3,28/06/2005,19:30,30,1
200501BS00314,C. de la Torrecilla del Leal 32,40.40998941516398 -3.699103549555956,40.41026402727525 -3.699438677547434,1,3,29/06/2005,15:35,30,2
200501BS00315,C. de Zurita 17,40.40985415297986 -3.6988836103674583,40.40998941516398 -3.699103549555956,3,3,29/06/2005,07:05,30,1
200501BS00316,C. de la Escuadra 21,40.40988598458929 -3.700401798773907,40.41019410701562 -3.6996157772627014,3,2,1/06/2005,11:30,30,1
200501BS00317,C. de la Esperanza 5,40.410210270726544 -3.7003964870576147,40.41019410701562 -3.6996157772627014,1,3,23/06/2005,11:50,30,1
200501BS00318,C. de la Esperanza 5,40.410210270726544 -3.7003964870576147,40.40988598458929 -3.700401798773907,2,3,20/06/2005,13:20,30,1
200501BS00319,C. del Ave María 34,40.41023231026871 -3.700967862003143,40.410210270726544 -3.7003964870576147,1,3,4/07/2005,07:40,30,1
200501BS00320,C. del Ave María 30,40.410534103920966 -3.700919671714944,40.41023231026871 -3.700967862003143,2,3,30/06/2005,18:54,30,1
200501BS00321,C. de San Carlos 9,40.41041294903193 -3.701637283906332,40.410534103920966 -3.700919671714944,2,3,3/07/2005,19:05,30,1
200501BS00322,C. del Ave María 21,40.41076279870918 -3.700693931951814,40.410534103920966 -3.700919671714944,2,3,3/07/2005,17:30,30,1
200501BS00323,C. de San Simón 13-1,40.41122225995689 -3.700356696277124,40.41076279870918 -3.700693931951814,4,3,30/06/2005,07:55,30,2
200501BS00324,C. de San Carlos,40.41034949311876 -3.7021467041324034,40.41041294903193 -3.701637283906332,1,3,20/06/2005,10:50,30,1
200501BS00325,C. del Calvario 13,40.411524431526566 -3.7023507329550873,40.41034949311876 -3.7021467041324034,2,2,30/06/2005,23:30,30,1
200501BS00326,C. de Lavapiés 50,40.40932925273535 -3.7019481231878917,40.410261006995285 -3.7025167262355043,2,3,6/06/2005,19:49,30,1
200501BS00327,C. de Caravaca 8,40.40904700403178 -3.702591881612297,40.40932925273535 -3.7019481231878917,3,3,29/06/2005,23:36,30,1
200501BS00328,C. del Sombrerete,40.40861765428718 -3.7021949845584534,40.40932925273535 -3.7019481231878917,1,3,5/07/2005,18:30,30,2
200501BS00329,Plaza de Lavapiés,40.408956273184074 -3.7014708550544078,40.40861765428718 -3.7021949845584534,3,3,30/06/2005,15:45,30,1
200501BS00330,C. del Amparo 55,40.409045707623335 -3.702565292659242,40.40861765428718 -3.7021949845584534,4,3,7/07/2005,02:00,30,1
200501BS00331,C. de Lavapiés 50,40.40932925273535 -3.7019481231878917,40.409045707623335 -3.702565292659242,3,3,30/06/2005,17:50,30,1
200501BS00332,C. del Mesón de Paredes,40.40872213790027 -3.7033808154473413,40.409045707623335 -3.702565292659242,1,3,1/07/2005,18:04,30,2
200501BS00333,C. del Amparo 10,40.41081294340408 -3.7039507845570316,40.409045707623335 -3.702565292659242,5,3,14/07/2005,19:48,30,1
200501BS00334,Embajadores,40.41226068269045 -3.7039521588833817,40.40872213790027 -3.7033808154473413,4,2,8/07/2005,13:01,30,1
200501BS00335,C. del Mesón de Paredes 61,40.40821577308114 -3.7030349648169056,40.40872213790027 -3.7033808154473413,2,3,9/07/2005,07:00,30,1
200501BS00336,C. del Sombrerete,40.40861765428718 -3.7021949845584534,40.40821577308114 -3.7030349648169056,2,3,11/07/2005,23:15,30,1
200501BS00337,C. del Mesón de Paredes 65,40.407741101049716 -3.702713235644559,40.40821577308114 -3.7030349648169056,1,3,9/07/2005,18:05,30,1
200501BS00338,C. de Tribulete 4,40.40811644006553 -3.7018013004501107,40.407741101049716 -3.702713235644559,2,2,10/07/2005,15:50,30,1
200501BS00339,C. del Sombrerete,40.40861765428718 -3.7021949845584534,40.40811644006553 -3.7018013004501107,3,3,13/07/2005,17:30,30,1
200501BS00340,Plaza de Lavapiés,40.40854342876507 -3.700957942111628,40.40811644006553 -3.7018013004501107,4,3,12/07/2005,13:10,30,1
200501BS00341,C. del Amparo 81,40.40767085779685 -3.701357600619423,40.40811644006553 -3.7018013004501107,2,3,16/07/2005,23:20,30,1
200501BS00342,53 - Plaza de Lavapiés,40.40824026444011 -3.7007675654935324,40.40854342876507 -3.700957942111628,3,3,16/07/2005,15:18,30,1
200501BS00343,Plaza de Lavapiés,40.408956273184074 -3.7014708550544078,40.40854342876507 -3.700957942111628,2,3,30/06/2005,14:20,30,1
200501BS00344,Plaza de Lavapiés 1,40.40908741698185 -3.700925901732007,40.40854342876507 -3.700957942111628,1,3,30/06/2005,14:00,30,1
200501BS00345,C. del Ave María 52,40.40925488776213 -3.701001003581269,40.40908741698185 -3.700925901732007,3,2,8/07/2005,09:43,30,1
200501BS00346,C. de la Fe 6,40.40903431640385 -3.700464561794292,40.40908741698185 -3.700925901732007,2,3,16/07/2005,16:04,30,1
200501BS00347,C. de la Primavera 13,40.40924671846577 -3.7004591973764875,40.40903431640385 -3.700464561794292,1,3,30/06/2005,16:25,30,1
200501BS00348,C. de la Fe 8,40.40899551210859 -3.700123921263712,40.40903431640385 -3.700464561794292,3,3,5/07/2005,09:09,30,1
200501BS00349,C. del Ave María 34,40.41023231026871 -3.700967862003143,40.40925488776213 -3.701001003581269,2,3,25/06/2005,16:50,30,1
200501BS00350,C. de la Primavera 13,40.40924671846577 -3.7004591973764875,40.40925488776213 -3.701001003581269,3,2,17/06/2005,18:50,30,1
200501BS00351,C. de la Escuadra 21,40.40988598458929 -3.700401798773907,40.40924671846577 -3.7004591973764875,1,3,30/06/2005,21:00,30,2
200501BS00352,C. de Lavapiés 50,40.40932925273535 -3.7019481231878917,40.408956273184074 -3.7014708550544078,2,3,8/07/2005,07:44,30,1
200501BS00353,C. de San Carlos 9,40.41041294903193 -3.701637283906332,40.408956273184074 -3.7014708550544078,4,3,6/07/2005,17:45,30,1
200501BS00354,C. de Valencia 1,40.40777010179171 -3.7004833372464643,40.40824026444011 -3.7007675654935324,2,3,8/07/2005,19:45,30,1
200501BS00355,C. de Argumosa,40.4084338684777 -3.7003787310992786,40.40824026444011 -3.7007675654935324,3,3,14/07/2005,00:40,30,1
200501BS00356,C. de Zurita 41,40.408946496120514 -3.699863746975857,40.4084338684777 -3.7003787310992786,3,3,15/07/2005,10:15,30,1
200501BS00357,C. de Argumosa 4,40.408256183888966 -3.6996894033972136,40.4084338684777 -3.7003787310992786,2,3,13/07/2005,08:33,30,1
200501BS00358,C. de Valencia 16,40.40736571149092 -3.700249985026559,40.408256183888966 -3.6996894033972136,4,2,21/07/2005,17:45,30,1
200501BS00359,C. de la Fe 19,40.40890769176836 -3.6993246229545105,40.408256183888966 -3.6996894033972136,3,3,11/07/2005,18:40,30,1
200501BS00360,C. de la Sombrerería,40.40798863492928 -3.698104217868286,40.408256183888966 -3.6996894033972136,1,3,16/06/2005,14:05,30,2
200501BS00361,C. de Argumosa 22,40.4079743383894 -3.697715297556958,40.40798863492928 -3.698104217868286,2,3,13/07/2005,17:12,30,1
200501BS00362,C. de Valencia 16,40.40736571149092 -3.700249985026559,40.40798863492928 -3.698104217868286,3,3,13/07/2005,07:45,30,1
200501BS00363,C. de Valencia 1,40.40777010179171 -3.7004833372464643,40.40736571149092 -3.700249985026559,2,3,9/07/2005,18:48,30,1
200501BS00364,Calle del Dr. Piga 3,40.40874585379706 -3.6988365148253792,40.4079743383894 -3.697715297556958,3,2,21/07/2005,16:13,30,1
200501BS00365,C. de la Fe 19,40.40890769176836 -3.6993246229545105,40.40874585379706 -3.6988365148253792,2,3,19/07/2005,18:20,30,1
200501BS00366,C. de Zurita 41,40.408946496120514 -3.699863746975857,40.40890769176836 -3.6993246229545105,2,3,21/07/2005,21:10,30,1
200501BS00367,C. de la Fe 8,40.40899551210859 -3.700123921263712,40.408946496120514 -3.699863746975857,3,3,26/07/2005,20:31,30,1
200501BS00368,C. de la Torrecilla del Leal 32,40.40998941516398 -3.699103549555956,40.40899551210859 -3.700123921263712,3,2,14/07/2005,10:20,30,1
200501BS00369,C. de Zurita 17,40.40985415297986 -3.6988836103674583,40.408946496120514 -3.699863746975857,1,3,19/07/2005,09:20,30,4
200501BS00370,Fuente Calle Argumosa,40.407738509490805 -3.696621034285168,40.4079743383894 -3.697715297556958,1,3,12/07/2005,08:05,30,1
200501BS00371,C. de Sta. Isabel 51 BAJO,40.40913956078472 -3.6953523494470413,40.407738509490805 -3.696621034285168,3,2,27/07/2005,21:16,30,2
200501BS00372,C. de Argumosa 41,40.40750117839611 -3.6961677429821895,40.407738509490805 -3.696621034285168,5,2,20/07/2005,23:00,30,1
200501BS00373,Calle del Dr. Fourquet 20,40.407394974695876 -3.697905814391385,40.407738509490805 -3.696621034285168,3,3,22/07/2005,11:04,30,1
200501BS00374,C. de Sta. Isabel 54,40.40894716597642 -3.6949446557031758,40.40750117839611 -3.6961677429821895,2,3,16/07/2005,11:57,30,1
200501BS00375,C. de Sta. Isabel 51 BAJO,40.40913956078472 -3.6953523494470413,40.40894716597642 -3.6949446557031758,3,3,18/07/2005,09:29,30,1
200501BS00376,C. de Sta. Isabel 48B,40.40941598516565 -3.6959264932563363,40.40913956078472 -3.6953523494470413,2,3,17/07/2005,17:48,30,1
200501BS00377,C/Santa Isabel nº5 Mercado de Antón Martin Puestos 10-15,40.409693299872686 -3.696361069295358,40.40941598516565 -3.6959264932563363,3,3,24/07/2005,07:30,30,1
200501BS00378,Real Colegio de Santa Isabel la Asunción,40.409727564304895 -3.696739342918368,40.409693299872686 -3.696361069295358,4,3,25/07/2005,18:20,30,1
200501BS00379,Ilustre Colegio Oficial de Médicos de Madrid (ICOMEM).,40.40949836066473 -3.695065708982619,40.40941598516565 -3.6959264932563363,1,3,17/07/2005,20:15,30,1
